archive,container,entry,family,category,screen,role,label,confidence,decoded,geometry_status,w,h,original_w,original_h,fmt,payload_size,payload_abs,note,decode_error
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1325,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1325,likely,True,indexed,256,256,256,256,DXT5,65536,66520,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1335,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1335,likely,True,indexed,256,256,256,256,DXT5,65536,132088,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1355,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1355,likely,True,indexed,256,256,256,256,DXT5,65536,197656,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1340,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1340,likely,True,indexed,256,256,256,256,DXT5,65536,263224,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,ms,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1327,likely,True,indexed,256,256,256,256,DXT5,65536,328792,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_5762,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_5762,likely,True,indexed,256,256,256,256,DXT5,65536,394360,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1341,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1341,likely,True,indexed,256,256,256,256,DXT5,65536,459928,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_10518,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_10518,likely,True,indexed,256,256,256,256,DXT5,65536,525496,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_11444,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_11444,likely,True,indexed,256,256,256,256,DXT5,65536,591064,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1354,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1354,likely,True,indexed,256,256,256,256,DXT5,65536,656632,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_25381,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_25381,likely,True,indexed,256,256,256,256,DXT5,65536,722200,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1336,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1336,likely,True,indexed,256,256,256,256,DXT5,65536,787768,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1352,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1352,likely,True,indexed,256,256,256,256,DXT5,65536,853336,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1331,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1331,likely,True,indexed,256,256,256,256,DXT5,65536,918904,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_2495,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_2495,likely,True,indexed,256,256,256,256,DXT5,65536,984472,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1351,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1351,likely,True,indexed,256,256,256,256,DXT5,65536,1050040,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1349,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1349,likely,True,indexed,256,256,256,256,DXT5,65536,1115608,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_1326,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1326,likely,True,indexed,256,256,256,256,DXT5,65536,1181176,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,TEAM_8739,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_8739,likely,True,indexed,256,256,256,256,DXT5,65536,1246744,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,mk__r41,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · TEAM_1333,likely,True,indexed,256,256,256,256,DXT5,65536,1312312,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,CUSTOM,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · CUSTOM,likely,True,indexed,256,256,256,256,DXT5,65536,1377880,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,PAINTSCHEME_CAREERCAR,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · PAINTSCHEME_CAREERCAR,likely,True,indexed,256,256,256,256,DXT5,65536,1443448,Mapped from a known UI container family.,
0,2DRIVERSELECTMENUIMAGE.ARC,PAINTSCHEME_RESTRICTED,team_logos,Driver & Team Art,Driver Select,Team tile / logo,Driver Select team art · PAINTSCHEME_RESTRICTED,likely,True,indexed,256,256,256,256,DXT5,65536,1509016,Mapped from a known UI container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_ALL,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_ALL,likely,True,indexed,1024,256,1024,256,DXT5,262144,1240,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_12290,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_12290,likely,True,indexed,1024,256,1024,256,DXT5,262144,263416,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_5407,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_5407,likely,True,indexed,1024,256,1024,256,DXT5,262144,525592,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_5415,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_5415,likely,True,indexed,1024,256,1024,256,DXT5,262144,787768,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_5418,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_5418,likely,True,indexed,1024,256,1024,256,DXT5,262144,1049944,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1859,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1859,likely,True,indexed,1024,256,1024,256,DXT5,262144,1312120,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_2631,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_2631,likely,True,indexed,1024,256,1024,256,DXT5,262144,1574296,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1628,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1628,likely,True,indexed,1024,256,1024,256,DXT5,262144,1836472,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1632,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1632,likely,True,indexed,1024,256,1024,256,DXT5,262144,2098648,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1636,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1636,likely,True,indexed,1024,256,1024,256,DXT5,262144,2360824,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1658,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1658,likely,True,indexed,1024,256,1024,256,DXT5,262144,2623000,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1670,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1670,likely,True,indexed,1024,256,1024,256,DXT5,262144,2885176,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_2439,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_2439,likely,True,indexed,1024,256,1024,256,DXT5,262144,3147352,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1250,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1250,likely,True,indexed,1024,256,1024,256,DXT5,262144,3409528,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_22671,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_22671,likely,True,indexed,1024,256,1024,256,DXT5,262144,3671704,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1690,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1690,likely,True,indexed,1024,256,1024,256,DXT5,262144,3933880,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1181,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1181,likely,True,indexed,1024,256,1024,256,DXT5,262144,4196056,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1187,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1187,likely,True,indexed,1024,256,1024,256,DXT5,262144,4458232,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1198,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1198,likely,True,indexed,1024,256,1024,256,DXT5,262144,4720408,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1459,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1459,likely,True,indexed,1024,256,1024,256,DXT5,262144,4982584,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1212,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1212,likely,True,indexed,1024,256,1024,256,DXT5,262144,5244760,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1222,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1222,likely,True,indexed,1024,256,1024,256,DXT5,262144,5506936,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1225,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1225,likely,True,indexed,1024,256,1024,256,DXT1,131072,5769112,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_12748,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_12748,likely,True,indexed,1024,256,1024,256,DXT5,262144,5900216,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1529,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1529,likely,True,indexed,1024,256,1024,256,DXT5,262144,6162392,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_2777,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_2777,likely,True,indexed,1024,256,1024,256,DXT5,262144,6424568,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_2523,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_2523,likely,True,indexed,1024,256,1024,256,DXT5,262144,6686744,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_2527,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_2527,likely,True,indexed,1024,256,1024,256,DXT5,262144,6948920,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_11232,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_11232,likely,True,indexed,1024,256,1024,256,DXT5,262144,7211096,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_1762,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_1762,likely,True,indexed,1024,256,1024,256,DXT5,262144,7473272,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_5349,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_5349,likely,True,indexed,1024,256,1024,256,DXT5,262144,7735448,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_11242,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_11242,likely,True,indexed,1024,256,1024,256,DXT5,262144,7997624,Mapped from a track-presentation container family.,
0,TRACKDETAILIMAGES.ARC,WORLD_9726,track_select,Track & Event Art,Track Select,Detail background,Track detail · WORLD_9726,likely,True,indexed,1024,256,1024,256,DXT5,262144,8259800,Mapped from a track-presentation container family.,
0,MAP_LASVEGASCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · LASVEGASCR000,likely,True,indexed,256,156,256,156,DXT5,65536,344,Mapped from the HUD map / track-logo container family.,
0,MAP_LASVEGASCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · LASVEGASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,65912,Mapped from the HUD map / track-logo container family.,
0,MAP_LASVEGASCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · LASVEGASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,70040,Mapped from the HUD map / track-logo container family.,
0,MAP_LASVEGASCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · LASVEGASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,74168,Mapped from the HUD map / track-logo container family.,
0,MAP_LASVEGASCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · LASVEGASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,78296,Mapped from the HUD map / track-logo container family.,
0,MAP_NEWHAMPSHIRECR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · NEWHAMPSHIRECR000,likely,False,unresolved,256,107,256,107,FMT_0x15,131072,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_NEWHAMPSHIRECR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · NEWHAMPSHIRECR000,likely,True,indexed,32,32,32,32,DXT5,4096,131448,Mapped from the HUD map / track-logo container family.,
0,MAP_NEWHAMPSHIRECR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · NEWHAMPSHIRECR000,likely,True,indexed,32,32,32,32,DXT5,4096,135576,Mapped from the HUD map / track-logo container family.,
0,MAP_NEWHAMPSHIRECR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · NEWHAMPSHIRECR000,likely,True,indexed,32,32,32,32,DXT5,4096,139704,Mapped from the HUD map / track-logo container family.,
0,MAP_NEWHAMPSHIRECR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · NEWHAMPSHIRECR000,likely,True,indexed,32,32,32,32,DXT5,4096,143832,Mapped from the HUD map / track-logo container family.,
0,MAP_KANSASCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · KANSASCR000,likely,False,unresolved,256,159,256,159,FMT_0x15,163840,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_KANSASCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · KANSASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,164216,Mapped from the HUD map / track-logo container family.,
0,MAP_KANSASCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · KANSASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,168344,Mapped from the HUD map / track-logo container family.,
0,MAP_KANSASCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · KANSASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,172472,Mapped from the HUD map / track-logo container family.,
0,MAP_KANSASCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · KANSASCR000,likely,True,indexed,32,32,32,32,DXT5,4096,176600,Mapped from the HUD map / track-logo container family.,
0,MAP_MICHIGANCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · MICHIGANCR000,likely,False,unresolved,256,127,256,127,FMT_0x15,131072,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_MICHIGANCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · MICHIGANCR000,likely,True,indexed,32,32,32,32,DXT5,4096,131448,Mapped from the HUD map / track-logo container family.,
0,MAP_MICHIGANCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · MICHIGANCR000,likely,True,indexed,32,32,32,32,DXT5,4096,135576,Mapped from the HUD map / track-logo container family.,
0,MAP_MICHIGANCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · MICHIGANCR000,likely,True,indexed,32,32,32,32,DXT5,4096,139704,Mapped from the HUD map / track-logo container family.,
0,MAP_MICHIGANCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · MICHIGANCR000,likely,True,indexed,32,32,32,32,DXT5,4096,143832,Mapped from the HUD map / track-logo container family.,
0,MAP_PHOENIXCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · PHOENIXCR000,likely,True,indexed,256,148,256,148,DXT5,65536,344,Mapped from the HUD map / track-logo container family.,
0,MAP_PHOENIXCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · PHOENIXCR000,likely,True,indexed,32,32,32,32,DXT5,4096,65912,Mapped from the HUD map / track-logo container family.,
0,MAP_PHOENIXCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · PHOENIXCR000,likely,True,indexed,32,32,32,32,DXT5,4096,70040,Mapped from the HUD map / track-logo container family.,
0,MAP_PHOENIXCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · PHOENIXCR000,likely,True,indexed,32,32,32,32,DXT5,4096,74168,Mapped from the HUD map / track-logo container family.,
0,MAP_PHOENIXCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · PHOENIXCR000,likely,True,indexed,32,32,32,32,DXT5,4096,78296,Mapped from the HUD map / track-logo container family.,
0,MAP_ATLANTACR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · ATLANTACR000,likely,False,unresolved,256,141,256,141,FMT_0x15,163840,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_ATLANTACR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · ATLANTACR000,likely,True,indexed,32,32,32,32,DXT5,4096,164216,Mapped from the HUD map / track-logo container family.,
0,MAP_ATLANTACR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · ATLANTACR000,likely,True,indexed,32,32,32,32,DXT5,4096,168344,Mapped from the HUD map / track-logo container family.,
0,MAP_ATLANTACR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · ATLANTACR000,likely,True,indexed,32,32,32,32,DXT5,4096,172472,Mapped from the HUD map / track-logo container family.,
0,MAP_ATLANTACR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · ATLANTACR000,likely,True,indexed,32,32,32,32,DXT5,4096,176600,Mapped from the HUD map / track-logo container family.,
0,MAP_BRISTOLCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · BRISTOLCR000,likely,True,indexed,256,152,256,152,DXT5,65536,344,Mapped from the HUD map / track-logo container family.,
0,MAP_BRISTOLCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · BRISTOLCR000,likely,True,indexed,32,32,32,32,DXT5,4096,65912,Mapped from the HUD map / track-logo container family.,
0,MAP_BRISTOLCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · BRISTOLCR000,likely,True,indexed,32,32,32,32,DXT5,4096,70040,Mapped from the HUD map / track-logo container family.,
0,MAP_BRISTOLCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · BRISTOLCR000,likely,True,indexed,32,32,32,32,DXT5,4096,74168,Mapped from the HUD map / track-logo container family.,
0,MAP_BRISTOLCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · BRISTOLCR000,likely,True,indexed,32,32,32,32,DXT5,4096,78296,Mapped from the HUD map / track-logo container family.,
0,MAP_DOVERCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · DOVERCR000,likely,False,unresolved,256,131,256,131,FMT_0x15,163840,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_DOVERCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · DOVERCR000,likely,True,indexed,32,32,32,32,DXT5,4096,164216,Mapped from the HUD map / track-logo container family.,
0,MAP_DOVERCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · DOVERCR000,likely,True,indexed,32,32,32,32,DXT5,4096,168344,Mapped from the HUD map / track-logo container family.,
0,MAP_DOVERCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · DOVERCR000,likely,True,indexed,32,32,32,32,DXT5,4096,172472,Mapped from the HUD map / track-logo container family.,
0,MAP_DOVERCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · DOVERCR000,likely,True,indexed,32,32,32,32,DXT5,4096,176600,Mapped from the HUD map / track-logo container family.,
0,MAP_WATKINSGLENCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · WATKINSGLENCR000,likely,False,unresolved,256,130,256,130,FMT_0x15,163840,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_WATKINSGLENCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · WATKINSGLENCR000,likely,True,indexed,32,32,32,32,DXT5,4096,164216,Mapped from the HUD map / track-logo container family.,
0,MAP_WATKINSGLENCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · WATKINSGLENCR000,likely,True,indexed,32,32,32,32,DXT5,4096,168344,Mapped from the HUD map / track-logo container family.,
0,MAP_WATKINSGLENCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · WATKINSGLENCR000,likely,True,indexed,32,32,32,32,DXT5,4096,172472,Mapped from the HUD map / track-logo container family.,
0,MAP_WATKINSGLENCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · WATKINSGLENCR000,likely,True,indexed,32,32,32,32,DXT5,4096,176600,Mapped from the HUD map / track-logo container family.,
0,MAP_RICHMONDCR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · RICHMONDCR000,likely,False,unresolved,256,142,256,142,FMT_0x15,163840,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_RICHMONDCR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · RICHMONDCR000,likely,True,indexed,32,32,32,32,DXT5,4096,164216,Mapped from the HUD map / track-logo container family.,
0,MAP_RICHMONDCR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · RICHMONDCR000,likely,True,indexed,32,32,32,32,DXT5,4096,168344,Mapped from the HUD map / track-logo container family.,
0,MAP_RICHMONDCR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · RICHMONDCR000,likely,True,indexed,32,32,32,32,DXT5,4096,172472,Mapped from the HUD map / track-logo container family.,
0,MAP_RICHMONDCR000.ARC,IMG_ARROW,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Direction arrow,Direction arrow · RICHMONDCR000,likely,True,indexed,32,32,32,32,DXT5,4096,176600,Mapped from the HUD map / track-logo container family.,
0,MAP_MARTINSVILLECR000.ARC,IMG_MAP,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Track map,Track map · MARTINSVILLECR000,likely,False,unresolved,256,107,256,107,FMT_0x15,131072,344,Mapped from the HUD map / track-logo container family.,Unsupported resource format FMT_0x15; raw export only
0,MAP_MARTINSVILLECR000.ARC,IMG_BLIP_PLAYER,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Player marker,Player marker · MARTINSVILLECR000,likely,True,indexed,32,32,32,32,DXT5,4096,131448,Mapped from the HUD map / track-logo container family.,
0,MAP_MARTINSVILLECR000.ARC,IMG_BLIP_FIRST,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Leader marker,Leader marker · MARTINSVILLECR000,likely,True,indexed,32,32,32,32,DXT5,4096,135576,Mapped from the HUD map / track-logo container family.,
0,MAP_MARTINSVILLECR000.ARC,IMG_BLIP_OTHERS,track_logos_maps,HUD Maps & Track Logos,In-race HUD / Minimap,Other-car marker,Other-car marker · MARTINSVILLECR000,likely,True,indexed,32,32,32,32,DXT5,4096,139704,Mapped from the HUD map / track-logo container family.,
