class,uid,assigned_type,assigned_key,call_offset,UID,EventType,EventNumber,PracticeSessionNumber,TrackOverride,TrackTempStart,TrackTempEnd,AltAdvertising,ForcedCautions
WEEKENDEVENT_c,9354,,9354,0x10672,9354,"RACETYPE_c(1161, 1162)",2,2,None,28.0,32.0,False,
WEEKENDEVENT_c,9355,,9355,0x10699,9355,"RACETYPE_c(1163, 1164)",3,-1,None,29.0,30.0,False,
WEEKENDEVENT_c,9356,,9356,0x106C0,9356,"RACETYPE_c(1165, 1166)",4,-1,None,28.0,32.0,False,
WEEKENDEVENT_c,9359,,9359,0x106E7,9359,"RACETYPE_c(1161, 1162)",1,1,None,27.0,30.0,True,
WEEKENDEVENT_c,9360,,9360,0x1070E,9360,"RACETYPE_c(1161, 1162)",2,2,None,29.0,34.0,True,
WEEKENDEVENT_c,9361,,9361,0x10735,9361,"RACETYPE_c(1163, 1164)",3,-1,None,32.0,34.0,True,
WEEKENDEVENT_c,9362,,9362,0x1075C,9362,"RACETYPE_c(1165, 1166)",4,-1,None,28.0,33.0,True,
WEEKENDEVENT_c,9377,,9377,0x10783,9377,"RACETYPE_c(1161, 1162)",1,1,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, False, 6, 38, 146000, 128452115, [], 28.645, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_D_HAMLIN, S_DRIVER_J_GORDON, False, 20.0, 25.0, 195.624, 160.306, 70, False, None, S_HDRIVER_R_PETTY, [], 32.987, 19.0, 30.0, 35.476, 30.354, 0.98, Lowes)",29.0,28.0,False,
WEEKENDEVENT_c,9378,,9378,0x107AA,9378,"RACETYPE_c(1163, 1164)",2,-1,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, False, 6, 38, 146000, 128452115, [], 28.645, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_D_HAMLIN, S_DRIVER_J_GORDON, False, 20.0, 25.0, 195.624, 160.306, 70, False, None, S_HDRIVER_R_PETTY, [], 32.987, 19.0, 30.0, 35.476, 30.354, 0.98, Lowes)",29.0,28.0,False,
WEEKENDEVENT_c,9379,,9379,0x107D1,9379,"RACETYPE_c(1161, 1162)",3,2,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, False, 6, 38, 146000, 128452115, [], 28.645, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_D_HAMLIN, S_DRIVER_J_GORDON, False, 20.0, 25.0, 195.624, 160.306, 70, False, None, S_HDRIVER_R_PETTY, [], 32.987, 19.0, 30.0, 35.476, 30.354, 0.98, Lowes)",30.0,29.0,False,
WEEKENDEVENT_c,9380,,9380,0x107F8,9380,"RACETYPE_c(1161, 1162)",4,3,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, False, 6, 38, 146000, 128452115, [], 28.645, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_D_HAMLIN, S_DRIVER_J_GORDON, False, 20.0, 25.0, 195.624, 160.306, 70, False, None, S_HDRIVER_R_PETTY, [], 32.987, 19.0, 30.0, 35.476, 30.354, 0.98, Lowes)",29.0,28.0,False,
WEEKENDEVENT_c,9381,,9381,0x1081F,9381,"RACETYPE_c(1165, 1166)",6,-1,None,30.0,27.0,True,
WEEKENDEVENT_c,9383,,9383,0x10846,9383,"RACETYPE_c(1161, 1162)",1,1,None,29.0,34.0,False,
WEEKENDEVENT_c,9384,,9384,0x1086D,9384,"RACETYPE_c(1163, 1164)",2,-1,None,31.0,29.0,False,
WEEKENDEVENT_c,9385,,9385,0x10894,9385,"RACETYPE_c(1161, 1162)",3,2,None,28.0,32.0,False,
WEEKENDEVENT_c,9386,,9386,0x108BB,9386,"RACETYPE_c(1161, 1162)",4,3,None,32.0,35.0,False,
WEEKENDEVENT_c,9387,,9387,0x108E2,9387,"RACETYPE_c(1165, 1166)",5,-1,None,32.0,36.0,False,
WEEKENDEVENT_c,9389,,9389,0x10909,9389,"RACETYPE_c(1161, 1162)",1,1,None,28.0,30.0,False,
WEEKENDEVENT_c,9390,,9390,0x10930,9390,"RACETYPE_c(1161, 1162)",2,2,None,31.0,27.0,False,
WEEKENDEVENT_c,9391,,9391,0x10957,9391,"RACETYPE_c(1163, 1164)",3,-1,None,29.0,32.0,False,
WEEKENDEVENT_c,9392,,9392,0x1097E,9392,"RACETYPE_c(1165, 1166)",4,-1,None,27.0,32.0,False,
WEEKENDEVENT_c,9394,,9394,0x109A5,9394,"RACETYPE_c(1161, 1162)",1,1,None,29.0,35.0,True,
WEEKENDEVENT_c,9395,,9395,0x109CC,9395,"RACETYPE_c(1163, 1164)",2,-1,None,32.0,29.0,True,
WEEKENDEVENT_c,9396,,9396,0x109F3,9396,"RACETYPE_c(1161, 1162)",3,2,None,26.0,29.0,True,
WEEKENDEVENT_c,9397,,9397,0x10A1A,9397,"RACETYPE_c(1161, 1162)",4,3,None,29.0,31.0,True,
WEEKENDEVENT_c,9398,,9398,0x10A41,9398,"RACETYPE_c(1165, 1166)",5,-1,None,32.0,34.0,True,
WEEKENDEVENT_c,12538,,12538,0x10A68,12538,"RACETYPE_c(12534, 12535)",4,-1,None,22.0,20.0,False,0.4;0.73
WEEKENDEVENT_c,12539,,12539,0x10A8F,12539,"RACETYPE_c(12536, 12537)",5,-1,None,20.0,17.0,False,
WEEKENDEVENT_c,12546,,12546,0x10AB6,12546,"RACETYPE_c(1163, 1164)",2,-1,None,25.0,28.0,False,
WEEKENDEVENT_c,12547,,12547,0x10ADD,12547,"RACETYPE_c(1161, 1162)",1,1,None,21.0,24.0,False,
WEEKENDEVENT_c,12548,,12548,0x10B04,12548,"RACETYPE_c(1161, 1162)",3,2,None,25.0,28.0,False,
WEEKENDEVENT_c,12549,,12549,0x10B2B,12549,"RACETYPE_c(12542, 12543)",4,-1,None,26.0,28.0,False,
WEEKENDEVENT_c,12550,,12550,0x10B52,12550,"RACETYPE_c(12544, 12545)",5,-1,None,28.0,30.0,False,
WEEKENDEVENT_c,12555,,12555,0x10B79,12555,"RACETYPE_c(1161, 1162)",1,3,None,19.0,27.0,False,
WEEKENDEVENT_c,12556,,12556,0x10BA0,12556,"RACETYPE_c(1161, 1162)",2,4,None,22.0,28.0,False,
WEEKENDEVENT_c,12557,,12557,0x10BC7,12557,"RACETYPE_c(1161, 1162)",3,5,None,24.0,28.0,False,
WEEKENDEVENT_c,12558,,12558,0x10BEE,12558,"RACETYPE_c(1165, 1166)",4,-1,None,22.0,27.0,False,
WEEKENDEVENT_c,14573,,14573,0x10C15,14573,"RACETYPE_c(1161, 1162)",1,1,None,32.0,34.0,False,
WEEKENDEVENT_c,14574,,14574,0x10C3C,14574,"RACETYPE_c(1161, 1162)",2,2,None,33.0,35.0,False,
WEEKENDEVENT_c,14575,,14575,0x10C63,14575,"RACETYPE_c(1163, 1164)",3,-1,None,33.0,34.0,False,
WEEKENDEVENT_c,14576,,14576,0x10C8A,14576,"RACETYPE_c(1165, 1166)",4,-1,None,31.0,35.0,False,
WEEKENDEVENT_c,14578,,14578,0x10CB1,14578,"RACETYPE_c(1161, 1162)",1,1,None,29.0,31.0,False,
WEEKENDEVENT_c,14579,,14579,0x10CD8,14579,"RACETYPE_c(1161, 1162)",2,2,None,30.0,34.0,False,
WEEKENDEVENT_c,14580,,14580,0x10CFF,14580,"RACETYPE_c(1163, 1164)",3,-1,None,34.0,35.0,False,
WEEKENDEVENT_c,14581,,14581,0x10D26,14581,"RACETYPE_c(1165, 1166)",4,-1,None,32.0,29.0,False,
WEEKENDEVENT_c,14586,,14586,0x10D4D,14586,"RACETYPE_c(1161, 1162)",1,1,None,28.0,32.0,False,
WEEKENDEVENT_c,14587,,14587,0x10D74,14587,"RACETYPE_c(1161, 1162)",2,2,None,30.0,27.0,False,
WEEKENDEVENT_c,14588,,14588,0x10D9B,14588,"RACETYPE_c(1163, 1164)",3,-1,None,26.0,29.0,False,
WEEKENDEVENT_c,14589,,14589,0x10DC2,14589,"RACETYPE_c(1165, 1166)",4,-1,None,27.0,32.0,False,
WEEKENDEVENT_c,14590,,14590,0x10DE9,14590,"RACETYPE_c(1161, 1162)",1,1,None,30.0,33.0,False,
WEEKENDEVENT_c,14591,,14591,0x10E10,14591,"RACETYPE_c(1161, 1162)",2,2,None,32.0,36.0,False,
WEEKENDEVENT_c,14592,,14592,0x10E37,14592,"RACETYPE_c(1163, 1164)",3,-1,None,31.0,33.0,False,
WEEKENDEVENT_c,14593,,14593,0x10E5E,14593,"RACETYPE_c(1165, 1166)",4,-1,None,31.0,34.0,False,
WEEKENDEVENT_c,14749,,14749,0x10E85,14749,"RACETYPE_c(1161, 1162)",1,1,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",23.0,21.0,False,
WEEKENDEVENT_c,14750,,14750,0x10EAC,14750,"RACETYPE_c(1161, 1162)",2,2,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",19.0,17.0,False,
WEEKENDEVENT_c,18280,,18280,0x10ED3,18280,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,True,
WEEKENDEVENT_c,18281,,18281,0x10EFA,18281,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,18282,,18282,0x10F21,18282,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,True,
WEEKENDEVENT_c,18305,,18305,0x10F48,18305,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,True,
WEEKENDEVENT_c,18766,,18766,0x10F6F,18766,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,18767,,18767,0x10F96,18767,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,18768,,18768,0x10FBD,18768,"RACETYPE_c(7571, 7572)",3,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,18828,,18828,0x10FE4,18828,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,18829,,18829,0x1100B,18829,"RACETYPE_c(7571, 7572)",5,-1,None,0.0,0.0,True,
WEEKENDEVENT_c,18846,,18846,0x11032,18846,"RACETYPE_c(7571, 7572)",5,-1,None,0.0,0.0,False,
WEEKENDEVENT_c,21787,,21787,0x11059,21787,"RACETYPE_c(7571, 7572)",4,-1,None,0.0,0.0,True,
WEEKENDEVENT_c,22360,,22360,0x11080,22360,"RACETYPE_c(22358, 22359)",6,-1,None,17.0,16.0,False,
WEEKENDEVENT_c,22479,,22479,0x110A7,22479,"RACETYPE_c(12562, 12563)",1,-1,None,0.0,0.0,False,0.5
WEEKENDEVENT_c,22480,,22480,0x110CE,22480,"RACETYPE_c(7698, 7699)",1,-1,None,0.0,0.0,False,0.22;0.44;0.66;0.88
