class,uid,assigned_type,assigned_key,call_offset,UID,DRIVER,NUMBER,TEAM,Livery,Pin,InteriorConfig,DriverImages,Selectable,AIDriverProfile,Series,BaseArcName,LastWonSprintCup
DRIVERCONFIG_c,18331,,18331,0x17C86,18331,"DRIVER_c(7174, S_DRIVER_J_WISE, None, False, True, Josh_Wise, 129106177, False, False)","DRIVERNUMBER_c(21941, W:\NAS3\Hud\2012\numbers\35_Wise.tga, 35_JOSHWISE)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(18783, DLC_LIV_26_WISE_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(21942),False,AIRACEDRIVERPROFILE_c(12392),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_WISE,129106177
DRIVERCONFIG_c,18332,,18332,0x17CB9,18332,"DRIVER_c(1137, S_DRIVER_D_STREMME, None, False, True, DavidStremme, 129106177, False, False)","DRIVERNUMBER_c(12626, W:\NAS3\Hud\2012\numbers\30_Stremme.tga, 30_DAVIDSTREMME)","RACETEAM_c(21845, S_TEAM_SWAN_RACING, None, SwanRacingCo)","LIVERIE_c(18786, DLC_LIV_30_STREMME_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(21871),False,AIRACEDRIVERPROFILE_c(3359),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_STREMME,129106177
DRIVERCONFIG_c,18333,,18333,0x17CEC,18333,"DRIVER_c(1111, S_DRIVER_J_JOHNSON, None, False, True, JimmieJohnson, 131793153, True, True)","DRIVERNUMBER_c(9678, W:\NAS3\Hud\2012\numbers\48_Johnson.tga, 48_JIMMYJOHNSON)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18796, DLC_LIV_48_JOHNSON_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22322, 1, None, None)",DRIVERPORTRAIT_c(7399),False,AIRACEDRIVERPROFILE_c(3257),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_JOHNSON,131727617
DRIVERCONFIG_c,18334,,18334,0x17D1F,18334,"DRIVER_c(1123, S_DRIVER_P_MENARD, None, False, True, RCR27PMenard, 131793153, False, False)","DRIVERNUMBER_c(9696, W:\NAS3\Hud\2012\numbers\27_Menard.tga, 27_PAULMENARD)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18784, DLC_LIV_27_MENARD_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7385),False,AIRACEDRIVERPROFILE_c(3266),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_MENARD,129106177
DRIVERCONFIG_c,18335,,18335,0x17D52,18335,"DRIVER_c(2847, S_DRIVER_T_KVAPIL, None, False, True, TravisKvapil, 129106177, False, False)","DRIVERNUMBER_c(12630, W:\NAS3\Hud\2012\numbers\93_Kvapil.tga, 93_KVAPIL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(18807, DLC_LIV_93_KVAPIL_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(7379),False,AIRACEDRIVERPROFILE_c(3249),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_KVAPIL,129106177
DRIVERCONFIG_c,18336,,18336,0x17D85,18336,"DRIVER_c(5766, S_DRIVER_T_BAYNE, None, False, True, tbayne21, 131793153, False, False)","DRIVERNUMBER_c(9710, W:\NAS3\Hud\2012\numbers\21_Bayne.tga, 21_TREVORBAYNE)","RACETEAM_c(1341, S_TEAM_WBR, None, woodbrothers21)","LIVERIE_c(18781, DLC_LIV_21_BAYNE_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7381),False,AIRACEDRIVERPROFILE_c(6921),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_BAYNE,129106177
DRIVERCONFIG_c,18337,,18337,0x17DB8,18337,"DRIVER_c(1136, S_DRIVER_T_STEWART, None, False, True, tonystewart, 131793153, False, True)","DRIVERNUMBER_c(21867, W:\NAS3\Hud\2012\numbers\2013_14_Stewart.tga, 14_TONYSTEWART2013)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18774, DLC_LIV_14_STEWART_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22333, 1, None, None)",DRIVERPORTRAIT_c(21866),False,AIRACEDRIVERPROFILE_c(3239),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_STEWART,131793153
DRIVERCONFIG_c,18338,,18338,0x17DEB,18338,"DRIVER_c(1127, S_DRIVER_R_NEWMAN, None, False, True, RyanJNewman, 131793153, True, False)","DRIVERNUMBER_c(9707, W:\NAS3\Hud\2012\numbers\39_Newman.tga, 39_RYANNEWMAN)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18792, DLC_LIV_39_NEWMAN_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22341, 1, None, None)",DRIVERPORTRAIT_c(7383),False,AIRACEDRIVERPROFILE_c(3253),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_NEWMAN,129106177
DRIVERCONFIG_c,18339,,18339,0x17E1E,18339,"DRIVER_c(1094, S_DRIVER_J_BURTON, None, False, True, RCR31JeffBurton, 129106177, False, False)","DRIVERNUMBER_c(9694, W:\NAS3\Hud\2012\numbers\31_Burton.tga, 31_JEFFBURTON)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18787, DLC_LIV_31_BURTON_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22334, 1, None, None)",DRIVERPORTRAIT_c(7402),False,AIRACEDRIVERPROFILE_c(3247),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_BURTON,129106177
DRIVERCONFIG_c,18340,,18340,0x17E51,18340,"DRIVER_c(1108, S_DRIVER_K_HARVICK, None, False, True, KevinHarvick, 131793153, True, True)","DRIVERNUMBER_c(9695, W:\NAS3\Hud\2012\numbers\29_Harvick.tga, 29_KEVINHARVICK)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18785, DLC_LIV_29_HARVICK_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7394),False,AIRACEDRIVERPROFILE_c(3246),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_HARVICK,129106177
DRIVERCONFIG_c,18341,,18341,0x17E84,18341,"DRIVER_c(9663, S_DRIVER_A_DILLON, None, False, True, austindillon3, 129106177, False, False)","DRIVERNUMBER_c(18296, W:\NAS3\Hud\2012\numbers\33_Dillon.tga, 33_AUSTINDILLON)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18788, DLC_LIV_33_DILLON_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(18295),False,AIRACEDRIVERPROFILE_c(18354),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_DILLON,129106177
DRIVERCONFIG_c,18342,,18342,0x17EB7,18342,"DRIVER_c(5758, S_DRIVER_D_PATRICK, None, False, False, DanicaPatrick, 129106177, True, False)","DRIVERNUMBER_c(9705, W:\NAS3\Hud\2012\numbers\10_Patrick.tga, 10_DANICAPATRICK)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18770, DLC_LIV_10_PATRICK_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22319, 1, None, None)",DRIVERPORTRAIT_c(7407),False,AIRACEDRIVERPROFILE_c(6922),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_PATRICK,129106177
DRIVERCONFIG_c,18343,,18343,0x17EEA,18343,"DRIVER_c(1138, S_DRIVER_M_TRUEX_JR, None, False, True, MartinTruexJr56, 129106177, False, False)","DRIVERNUMBER_c(9688, W:\NAS3\Hud\2012\numbers\56_Truex_Jr.tga, 56_MARTINTRUEXJR)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(18799, DLC_LIV_56_TRUEX_JR_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7387),False,AIRACEDRIVERPROFILE_c(3259),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_TRUEXMARTIN,129106177
DRIVERCONFIG_c,18344,,18344,0x17F1D,18344,"DRIVER_c(1125, S_DRIVER_J_MONTOYA, None, False, True, JPMontoya, 131727617, False, False)","DRIVERNUMBER_c(9673, W:\NAS3\Hud\2012\numbers\42_Montoya.tga, 42_JUANPABLOMONTOYA)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(18793, DLC_LIV_42_MONTOYA_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22342, 1, None, None)",DRIVERPORTRAIT_c(7396),False,AIRACEDRIVERPROFILE_c(3254),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_MONTOYA,129106177
DRIVERCONFIG_c,18345,,18345,0x17F50,18345,"DRIVER_c(1095, S_DRIVER_K_BUSCH_01, None, False, True, kurtbusch, 131793153, True, True)","DRIVERNUMBER_c(9676, W:\NAS3\Hud\2012\numbers\78_Smith.tga, 78_REGANSMITH)","RACETEAM_c(1355, S_TEAM_FRR, None, FR78Racing)","LIVERIE_c(21948, DLC_LIV_78_BUSCH_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21851),False,AIRACEDRIVERPROFILE_c(3231),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_BUSCHKURT,131334401
DRIVERCONFIG_c,18346,,18346,0x17F83,18346,"DRIVER_c(1117, S_DRIVER_J_LOGANO, None, False, True, joeylogano, 129106177, True, False)","DRIVERNUMBER_c(22343, W:\NAS3\Hud\2012\numbers\22_Allmendinger.tga, 22_JOEYLOGANO)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(21945, DLC_LIV_22_LOGANO_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22331, 1, None, None)",DRIVERPORTRAIT_c(21844),False,AIRACEDRIVERPROFILE_c(3244),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_LOGANO,129106177
DRIVERCONFIG_c,18347,,18347,0x17FB6,18347,"DRIVER_c(1107, S_DRIVER_D_HAMLIN, None, False, True, dennyhamlin, 131793153, True, True)","DRIVERNUMBER_c(9682, W:\NAS3\Hud\2012\numbers\11_Hamlin.tga, 11_DENNYHAMLIN)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(18771, DLC_LIV_11_HAMLIN_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22340, 1, None, None)",DRIVERPORTRAIT_c(7408),False,AIRACEDRIVERPROFILE_c(3236),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_HAMLIN,129106177
DRIVERCONFIG_c,18348,,18348,0x17FE9,18348,"DRIVER_c(1124, S_DRIVER_C_MEARS, None, False, True, CaseyMears13, 129106177, False, False)","DRIVERNUMBER_c(9711, W:\NAS3\Hud\2012\numbers\13_Mears.tga, 13_CASEYMEARS)","RACETEAM_c(2405, S_TEAM_CUSTOM_FORD, None, )","LIVERIE_c(18773, DLC_LIV_13_MEARS_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(14613),False,AIRACEDRIVERPROFILE_c(3365),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_MEARS,129106177
DRIVERCONFIG_c,18349,,18349,0x1801C,18349,"DRIVER_c(1100, S_DRIVER_D_EARNHARDT_JR, None, False, True, DaleJr, 129106177, True, True)","DRIVERNUMBER_c(9681, W:\NAS3\Hud\2012\numbers\88_Earnhardt_Jr.tga, 88_DALEEARNHARDTJR)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18806, DLC_LIV_88_EARNHARDT_JR_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22315, 1, None, None)",DRIVERPORTRAIT_c(7410),False,AIRACEDRIVERPROFILE_c(3265),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_EARNHARDT,129106177
DRIVERCONFIG_c,18350,,18350,0x1804F,18350,"DRIVER_c(1129, S_DRIVER_D_RAGAN, None, False, True, DavidRagan, 131793153, False, False)","DRIVERNUMBER_c(9674, W:\NAS3\Hud\2012\numbers\34_Ragan.tga, 34_DAVIDRAGAN)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(18789, DLC_LIV_34_RAGAN_2013, BaseColour_c(106, 181, 0), , None, False, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(7406),False,AIRACEDRIVERPROFILE_c(3233),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_RAGAN,129106177
DRIVERCONFIG_c,21847,,21847,0x18082,21847,"DRIVER_c(21846, S_DRIVER_T_PASTRANA, None, False, True, , 129106177, False, False)","DRIVERNUMBER_c(9704, W:\NAS3\Hud\2012\numbers\6_Stenhouse_Jr.tga, 6_RICKYSTENHOUSEJR)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(21947, DLC_LIV_6_PASTRANA_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21859),False,AIRACEDRIVERPROFILE_c(12391),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_PASTRANA,129106177
DRIVERCONFIG_c,21873,,21873,0x180B5,21873,"DRIVER_c(1131, S_DRIVER_D_REUTIMANN, None, False, True, , 131727617, False, False)","DRIVERNUMBER_c(11440, W:\NAS3\Hud\2012\numbers\83_Cassill.tga, 83_CASSILL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(21949, DLC_LIV_83_REUTIMANN_2013, BaseColour_c(106, 181, 0), , None, True, False, None, None, False, None, False, 131924504, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21872),False,AIRACEDRIVERPROFILE_c(3356),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",2013_REUTIMANN,129106177
DRIVERCONFIG_c,22361,,22361,0x180E8,22361,"DRIVER_c(2491, S_DEFAULT_PLAYER_NAME, None, True, True, , 129106177, False, False)","DRIVERNUMBER_c(2493, W:\NAS3\Hud\NEW\numbers\53-CHEVROLET_01.tga, 35_CUSTOMGENERIC)","RACETEAM_c(2495, S_DEFAULT_TEAM_NAME, None, )","LIVERIE_c(12602, TELEMETRYCHEVROLET, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, None, False, None, False, 131858689, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7485),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",CUSTOMGENERIC2013,129106177
DRIVERCONFIG_c,22362,,22362,0x1811B,22362,None,None,None,None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)",None,None,False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",CUSTOMGENERICF2013,129106177
DRIVERCONFIG_c,22502,,22502,0x1814E,22502,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, True, JeffGordonWeb, 131793153, True, True)","DRIVERNUMBER_c(23069, W:\NAS3\Hud\2014\numbers\24_Gordon.tga, 24_JEFFGORDON2014)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(22909, 14_24_GORDON_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22320, 1, None, None)",DRIVERPORTRAIT_c(7401),True,AIRACEDRIVERPROFILE_c(3245),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_GORDONJEFF,129106177
DRIVERCONFIG_c,22503,,22503,0x18181,22503,"DRIVER_c(1090, S_DRIVER_G_BIFFLE, None, False, True, gbiffle, 131727617, False, False)","DRIVERNUMBER_c(23059, W:\NAS3\Hud\2014\numbers\16_Biffle.tga, 16_GREGBIFFLE2014)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(22908, 14_16_BIFFLE_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7403),True,AIRACEDRIVERPROFILE_c(3240),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BIFFLE,129106177
DRIVERCONFIG_c,22504,,22504,0x181B4,22504,"DRIVER_c(1084, S_DRIVER_A_ALMIROLA, None, False, True, aric_almirola, 129106177, False, False)","DRIVERNUMBER_c(23084, W:\NAS3\Hud\2014\numbers\43_Almirola.tga, 43_ARICALMIROLA2014)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(22913, 14_43_ALMIROLA_SECONDARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7417),True,AIRACEDRIVERPROFILE_c(3355),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_ALMIROLA,129106177
DRIVERCONFIG_c,22505,,22505,0x181E7,22505,"DRIVER_c(7174, S_DRIVER_J_WISE, None, False, True, Josh_Wise, 129106177, False, False)","DRIVERNUMBER_c(23198, W:\NAS3\Hud\2014\numbers\98_Wise.tga, 98_JOSHWISE2014)","RACETEAM_c(11444, S_TEAM_PARSONS, None, PPR98)","LIVERIE_c(23201, 14_98_WISE_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(21942),True,AIRACEDRIVERPROFILE_c(12392),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_WISE,129106177
DRIVERCONFIG_c,22506,,22506,0x1821A,22506,"DRIVER_c(1095, S_DRIVER_K_BUSCH_01, None, False, True, kurtbusch, 131793153, True, True)","DRIVERNUMBER_c(23082, W:\NAS3\Hud\2014\numbers\41_kurt_busch.tga, 41_KURTBUSCH2014)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(23106, 14_41_BUSCH_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21851),True,AIRACEDRIVERPROFILE_c(3231),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BUSCHKURT,131334401
DRIVERCONFIG_c,22507,,22507,0x1824D,22507,"DRIVER_c(1127, S_DRIVER_R_NEWMAN, None, False, True, RyanJNewman, 131793153, True, False)","DRIVERNUMBER_c(23072, W:\NAS3\Hud\2014\numbers\31_Newman.tga, 31_RYANNEWMAN2014)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(23104, 14_31_NEWMAN_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22341, 1, None, None)",DRIVERPORTRAIT_c(7383),True,AIRACEDRIVERPROFILE_c(3253),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_NEWMAN,129106177
DRIVERCONFIG_c,22508,,22508,0x18280,22508,"DRIVER_c(1092, S_DRIVER_C_BOWYER, None, False, True, ClintBowyer, 131727617, False, False)","DRIVERNUMBER_c(23058, W:\NAS3\Hud\2014\numbers\15_Bowyer.tga, 15_CLINTBOWYER2014)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(23117, 14_15_BOWYER_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7412),True,AIRACEDRIVERPROFILE_c(3248),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_BOWYER,129106177
DRIVERCONFIG_c,22509,,22509,0x182B3,22509,"DRIVER_c(1114, S_DRIVER_M_KENSETH, None, False, True, mattkenseth, 131793153, True, False)","DRIVERNUMBER_c(23066, W:\NAS3\Hud\2014\numbers\20_Kenseth.tga, 20_MATTKENSETH2014)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(23105, 14_20_KENSETH_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21850),True,AIRACEDRIVERPROFILE_c(3241),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_KENSETH,131268865
DRIVERCONFIG_c,22510,,22510,0x182E6,22510,"DRIVER_c(1104, S_DRIVER_D_GILLILAND, None, False, True, DavidGilliland, 129106177, False, False)","DRIVERNUMBER_c(23080, W:\NAS3\Hud\2014\numbers\38_Gilliland.tga, 38_DAVIDGILLILAND2014)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(22912, 14_38_GILLILAND_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(7409),True,AIRACEDRIVERPROFILE_c(3252),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_GILLILAND,129106177
DRIVERCONFIG_c,22511,,22511,0x18319,22511,"DRIVER_c(1117, S_DRIVER_J_LOGANO, None, False, True, joeylogano, 129106177, True, False)","DRIVERNUMBER_c(23068, W:\NAS3\Hud\2014\numbers\22_Logano.tga, 22_JOEYLOGANO2014)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(23109, 14_22_LOGANO_PRIMARY, BaseColour_c(0, 0, 180), , None, False, False, None, None, False, None, False, 131990039, , -1)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22331, 1, None, None)",DRIVERPORTRAIT_c(21844),True,AIRACEDRIVERPROFILE_c(3244),"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",2014_LOGANO,129106177
